ID,GALGAL,OUT-0003
12290,GALGAL_R14017,ALCTOR_R02243
12291,GALGAL_R14018,ALCTOR_R09948
12292,GALGAL_R14019,-
12293,GALGAL_R14020,ALCTOR_R05768
12294,GALGAL_R14021,ALCTOR_R09411
12295,GALGAL_R14022,ALCTOR_R13701
12296,GALGAL_R14023,ALCTOR_R11798
12297,GALGAL_R14024,-
12298,GALGAL_R14025,ALCTOR_R00464
12299,GALGAL_R14026,ALCTOR_R00465
12300,GALGAL_R14027,ALCTOR_R11957
12301,GALGAL_R14028,ALCTOR_R02122
12302,GALGAL_R14029,ALCTOR_R07907
12303,GALGAL_R14030,-
12304,GALGAL_R14031,ALCTOR_R04647
12305,GALGAL_R14032,ALCTOR_R04645
12306,GALGAL_R14033,ALCTOR_R03426
12307,GALGAL_R14034,ALCTOR_R10914
12308,GALGAL_R14035,-
12309,GALGAL_R14036,ALCTOR_R11159
12310,GALGAL_R14037,-
12311,GALGAL_R14038,ALCTOR_R13315
12312,GALGAL_R14039,ALCTOR_R00432
12313,GALGAL_R14040,-
12314,GALGAL_R14041,ALCTOR_R00433
12315,GALGAL_R14042,ALCTOR_R00434
12316,GALGAL_R14043,ALCTOR_R12212
12317,GALGAL_R14044,ALCTOR_R12497
12318,GALGAL_R14045,ALCTOR_R12496
12319,GALGAL_R14046,-
12320,GALGAL_R14047,ALCTOR_R05993
12321,GALGAL_R14048,ALCTOR_R05994
12322,GALGAL_R14049,ALCTOR_R07134
12323,GALGAL_R14050,-
12324,GALGAL_R14051,ALCTOR_R12940
12325,GALGAL_R14052,ALCTOR_R07561
12326,GALGAL_R14053,ALCTOR_R04729
12327,GALGAL_R14054,ALCTOR_R04734
12328,GALGAL_R14055,ALCTOR_R02071
12329,GALGAL_R14056,-
12330,GALGAL_R14057,-
12331,GALGAL_R14058,ALCTOR_R01917
12332,GALGAL_R14059,ALCTOR_R01918
12333,GALGAL_R14060,ALCTOR_R11208
12334,GALGAL_R14061,ALCTOR_R02538
12335,GALGAL_R14062,ALCTOR_R08511
12336,GALGAL_R14063,ALCTOR_R08785
12337,GALGAL_R14064,ALCTOR_R05341
12338,GALGAL_R14065,ALCTOR_R14193
12339,GALGAL_R14066,ALCTOR_R02465
12340,GALGAL_R14067,ALCTOR_R08635
12341,GALGAL_R14068,ALCTOR_R08642
12342,GALGAL_R14069,ALCTOR_R08636
12343,GALGAL_R14070,ALCTOR_R08637
12344,GALGAL_R14071,ALCTOR_R02519
12345,GALGAL_R14072,ALCTOR_R02824
12346,GALGAL_R14073,ALCTOR_R07135
12347,GALGAL_R14074,ALCTOR_R12411
12348,GALGAL_R14075,ALCTOR_R04550
12349,GALGAL_R14076,-
12350,GALGAL_R14077,ALCTOR_R10223
12351,GALGAL_R14078,ALCTOR_R11268
12352,GALGAL_R14079,ALCTOR_R04895
12353,GALGAL_R14080,ALCTOR_R08799
12354,GALGAL_R14081,ALCTOR_R00749
12355,GALGAL_R14082,ALCTOR_R10490
12356,GALGAL_R14083,-
12357,GALGAL_R14084,ALCTOR_R09450
12358,GALGAL_R14085,-
12359,GALGAL_R14086,ALCTOR_R03775
12360,GALGAL_R14087,ALCTOR_R03776
12361,GALGAL_R14088,ALCTOR_R04215
12362,GALGAL_R14089,-
12363,GALGAL_R14091,ALCTOR_R03926
12364,GALGAL_R14092,ALCTOR_R08116
12365,GALGAL_R14093,ALCTOR_R14408
12366,GALGAL_R14094,ALCTOR_R06349
12367,GALGAL_R14095,ALCTOR_R10524
12368,GALGAL_R14096,ALCTOR_R10525
12369,GALGAL_R14097,ALCTOR_R09777
12370,GALGAL_R14098,ALCTOR_R03560
12371,GALGAL_R14099,ALCTOR_R03561
12372,GALGAL_R14100,ALCTOR_R03562
12373,GALGAL_R14101,ALCTOR_R07395
12374,GALGAL_R14102,ALCTOR_R07400
12375,GALGAL_R14103,ALCTOR_R07396
12376,GALGAL_R14104,ALCTOR_R07401
12377,GALGAL_R14105,-
12378,GALGAL_R14106,-
12379,GALGAL_R14107,ALCTOR_R08092
12380,GALGAL_R14108,ALCTOR_R08093
12381,GALGAL_R14109,ALCTOR_R06805
12382,GALGAL_R14110,ALCTOR_R00652
12383,GALGAL_R14111,ALCTOR_R00653
12384,GALGAL_R14112,ALCTOR_R06445
12385,GALGAL_R14113,ALCTOR_R06446
12386,GALGAL_R14114,ALCTOR_R06647
12387,GALGAL_R14115,ALCTOR_R03521
12388,GALGAL_R14116,ALCTOR_R12598
12389,GALGAL_R14117,ALCTOR_R06793
12390,GALGAL_R14119,ALCTOR_R01866
12391,GALGAL_R14120,ALCTOR_R13560
12392,GALGAL_R14121,ALCTOR_R00191
12393,GALGAL_R14122,ALCTOR_R05611
12394,GALGAL_R14124,ALCTOR_R04551
12395,GALGAL_R14125,ALCTOR_R02664
12396,GALGAL_R14126,ALCTOR_R14589
12397,GALGAL_R14127,ALCTOR_R00466
12398,GALGAL_R14128,ALCTOR_R12750
12399,GALGAL_R14129,-
12400,GALGAL_R14130,ALCTOR_R15104
12401,GALGAL_R14131,ALCTOR_R09748
12402,GALGAL_R14133,ALCTOR_R09402
12403,GALGAL_R14134,ALCTOR_R04896
12404,GALGAL_R14135,-
12405,GALGAL_R14136,ALCTOR_R00926
12406,GALGAL_R14137,-
12407,GALGAL_R14138,ALCTOR_R01194
12408,GALGAL_R14139,ALCTOR_R04730
12409,GALGAL_R14140,ALCTOR_R10074
12410,GALGAL_R14141,ALCTOR_R11796
12411,GALGAL_R14142,ALCTOR_R03110
12412,GALGAL_R14143,ALCTOR_R09541
12413,GALGAL_R14144,ALCTOR_R01382
12414,GALGAL_R14145,-
12415,GALGAL_R14146,-
12416,GALGAL_R14147,ALCTOR_R02490
12417,GALGAL_R14148,-
12418,GALGAL_R14149,-
12419,GALGAL_R14150,-
12420,GALGAL_R14151,ALCTOR_R08199
12421,GALGAL_R14152,ALCTOR_R11403
12422,GALGAL_R14153,ALCTOR_R13561
12423,GALGAL_R14154,-
12424,GALGAL_R14155,ALCTOR_R13862
12425,GALGAL_R14156,-
12426,GALGAL_R14157,ALCTOR_R08638
12427,GALGAL_R14158,ALCTOR_R05769
12428,GALGAL_R14159,-
12429,GALGAL_R14160,-
12430,GALGAL_R14161,ALCTOR_R04331
12431,GALGAL_R14162,-
12432,GALGAL_R14164,ALCTOR_R01410
12433,GALGAL_R14165,ALCTOR_R13510
12434,GALGAL_R14166,ALCTOR_R04552
12435,GALGAL_R14167,ALCTOR_R10225
12436,GALGAL_R14168,ALCTOR_R08450
12437,GALGAL_R14169,ALCTOR_R02072
12438,GALGAL_R14170,-
12439,GALGAL_R14171,-
12440,GALGAL_R14172,ALCTOR_R10915
12441,GALGAL_R14173,ALCTOR_R03431
12442,GALGAL_R14174,ALCTOR_R01163
12443,GALGAL_R14175,ALCTOR_R05900
12444,GALGAL_R14182,ALCTOR_R09353
12445,GALGAL_R14183,ALCTOR_R09249
12446,GALGAL_R14184,ALCTOR_R11797
12447,GALGAL_R14185,ALCTOR_R03051
12448,GALGAL_R14186,ALCTOR_R03432
12449,GALGAL_R14187,ALCTOR_R02504
12450,GALGAL_R14189,ALCTOR_R04098
12451,GALGAL_R14190,ALCTOR_R10526
12452,GALGAL_R14191,ALCTOR_R10527
12453,GALGAL_R14192,ALCTOR_R01168
12454,GALGAL_R14193,ALCTOR_R06306
12455,GALGAL_R14194,ALCTOR_R08257
12456,GALGAL_R14195,ALCTOR_R04234
12457,GALGAL_R14196,ALCTOR_R09828
12458,GALGAL_R14197,ALCTOR_R08117
12459,GALGAL_R14198,ALCTOR_R10228
12460,GALGAL_R14199,ALCTOR_R07264
12461,GALGAL_R14200,ALCTOR_R07265
12462,GALGAL_R14201,ALCTOR_R00192
12463,GALGAL_R14202,ALCTOR_R02793
12464,GALGAL_R14203,ALCTOR_R09250
12465,GALGAL_R14204,ALCTOR_R02956
12466,GALGAL_R14205,ALCTOR_R02957
12467,GALGAL_R14206,ALCTOR_R02958
12468,GALGAL_R14207,ALCTOR_R01334
12469,GALGAL_R14208,-
12470,GALGAL_R14209,ALCTOR_R04069
12471,GALGAL_R14210,-
12472,GALGAL_R14211,-
12473,GALGAL_R14212,ALCTOR_R14063
12474,GALGAL_R14213,ALCTOR_R11491
12475,GALGAL_R14214,ALCTOR_R09953
12476,GALGAL_R14215,ALCTOR_R01526
12477,GALGAL_R14216,ALCTOR_R01527
12478,GALGAL_R14217,ALCTOR_R04958
12479,GALGAL_R14218,ALCTOR_R04959
12480,GALGAL_R14219,-
12481,GALGAL_R14220,ALCTOR_R14191
12482,GALGAL_R14221,-
12483,GALGAL_R14222,ALCTOR_R12714
12484,GALGAL_R14223,ALCTOR_R11378
12485,GALGAL_R14224,ALCTOR_R12690
12486,GALGAL_R14225,ALCTOR_R12941
12487,GALGAL_R14226,ALCTOR_R09535
12488,GALGAL_R14227,ALCTOR_R11161
12489,GALGAL_R14228,ALCTOR_R11162
12490,GALGAL_R14229,ALCTOR_R03052
12491,GALGAL_R14230,ALCTOR_R03053
12492,GALGAL_R14231,ALCTOR_R02105
12493,GALGAL_R14232,ALCTOR_R02106
12494,GALGAL_R14233,ALCTOR_R01247
12495,GALGAL_R14234,ALCTOR_R13562
12496,GALGAL_R14235,ALCTOR_R13563
12497,GALGAL_R14236,ALCTOR_R08769
12498,GALGAL_R14237,ALCTOR_R08770
12499,GALGAL_R14238,ALCTOR_R07055
12500,GALGAL_R14239,ALCTOR_R06423
12501,GALGAL_R14240,ALCTOR_R05901
12502,GALGAL_R14241,ALCTOR_R05902
12503,GALGAL_R14242,-
12504,GALGAL_R14243,ALCTOR_R01647
12505,GALGAL_R14244,ALCTOR_R01648
12506,GALGAL_R14245,ALCTOR_R01649
12507,GALGAL_R14246,ALCTOR_R02837
12508,GALGAL_R14247,ALCTOR_R00317
12509,GALGAL_R14248,ALCTOR_R05386
12510,GALGAL_R14249,ALCTOR_R13511
12511,GALGAL_R14250,ALCTOR_R13512
12512,GALGAL_R14251,ALCTOR_R07678
12513,GALGAL_R14252,ALCTOR_R07679
12514,GALGAL_R14253,ALCTOR_R11109
12515,GALGAL_R14254,ALCTOR_R11110
12516,GALGAL_R14255,ALCTOR_R02828
12517,GALGAL_R14256,ALCTOR_R13824
12518,GALGAL_R14257,ALCTOR_R13825
12519,GALGAL_R14258,ALCTOR_R04807
12520,GALGAL_R14259,ALCTOR_R14203
12521,GALGAL_R14260,ALCTOR_R13747
12522,GALGAL_R14261,ALCTOR_R03735
12523,GALGAL_R14262,ALCTOR_R13748
12524,GALGAL_R14263,ALCTOR_R07883
12525,GALGAL_R14264,ALCTOR_R13852
12526,GALGAL_R14265,ALCTOR_R13853
12527,GALGAL_R14266,ALCTOR_R01867
12528,GALGAL_R14267,ALCTOR_R01868
12529,GALGAL_R14268,ALCTOR_R01869
12530,GALGAL_R14269,-
12531,GALGAL_R14270,ALCTOR_R02491
12532,GALGAL_R14271,ALCTOR_R06998
12533,GALGAL_R14272,ALCTOR_R11256
12534,GALGAL_R14273,ALCTOR_R11257
12535,GALGAL_R14274,-
12536,GALGAL_R14275,ALCTOR_R06487
12537,GALGAL_R14276,ALCTOR_R02736
12538,GALGAL_R14277,ALCTOR_R05117
12539,GALGAL_R14278,ALCTOR_R05118
12540,GALGAL_R14279,ALCTOR_R05119
12541,GALGAL_R14280,-
12542,GALGAL_R14281,ALCTOR_R03959
12543,GALGAL_R14282,ALCTOR_R09439
12544,GALGAL_R14283,ALCTOR_R14257
12545,GALGAL_R14284,ALCTOR_R09355
12546,GALGAL_R14285,ALCTOR_R00718
12547,GALGAL_R14286,ALCTOR_R00719
12548,GALGAL_R14287,ALCTOR_R02147
12549,GALGAL_R14288,ALCTOR_R03716
12550,GALGAL_R14289,ALCTOR_R03717
12551,GALGAL_R14290,ALCTOR_R03718
12552,GALGAL_R14291,ALCTOR_R13792
12553,GALGAL_R14292,-
12554,GALGAL_R14293,ALCTOR_R02244
12555,GALGAL_R14294,ALCTOR_R03111
12556,GALGAL_R14295,ALCTOR_R03114
12557,GALGAL_R14296,ALCTOR_R03113
12558,GALGAL_R14297,ALCTOR_R14380
12559,GALGAL_R14298,ALCTOR_R05770
12560,GALGAL_R14299,ALCTOR_R05771
12561,GALGAL_R14300,ALCTOR_R05772
12562,GALGAL_R14301,ALCTOR_R04332
12563,GALGAL_R14302,ALCTOR_R04333
12564,GALGAL_R14303,ALCTOR_R04334
12565,GALGAL_R14304,ALCTOR_R09412
12566,GALGAL_R14305,ALCTOR_R11131
12567,GALGAL_R14306,ALCTOR_R11132
12568,GALGAL_R14307,ALCTOR_R13702
12569,GALGAL_R14308,ALCTOR_R13703
12570,GALGAL_R14309,ALCTOR_R13704
12571,GALGAL_R14310,ALCTOR_R00467
12572,GALGAL_R14311,-
12573,GALGAL_R14312,ALCTOR_R02123
12574,GALGAL_R14313,ALCTOR_R07908
12575,GALGAL_R14314,ALCTOR_R07909
12576,GALGAL_R14315,ALCTOR_R07910
12577,GALGAL_R14316,ALCTOR_R07113
12578,GALGAL_R14317,ALCTOR_R07983
12579,GALGAL_R14318,ALCTOR_R07984
12580,GALGAL_R14319,ALCTOR_R07985
12581,GALGAL_R14320,ALCTOR_R07986
12582,GALGAL_R14322,-
12583,GALGAL_R14323,ALCTOR_R00578
12584,GALGAL_R14324,ALCTOR_R00579
12585,GALGAL_R14325,ALCTOR_R00580
12586,GALGAL_R14326,ALCTOR_R00581
12587,GALGAL_R14327,ALCTOR_R04646
12588,GALGAL_R14328,ALCTOR_R03427
12589,GALGAL_R14329,ALCTOR_R03428
12590,GALGAL_R14330,ALCTOR_R12791
12591,GALGAL_R14331,ALCTOR_R14174
12592,GALGAL_R14332,-
12593,GALGAL_R14333,ALCTOR_R12701
12594,GALGAL_R14334,ALCTOR_R13316
12595,GALGAL_R14335,ALCTOR_R14164
12596,GALGAL_R14336,-
12597,GALGAL_R14337,ALCTOR_R11073
12598,GALGAL_R14338,ALCTOR_R12210
12599,GALGAL_R14339,ALCTOR_R12211
12600,GALGAL_R14340,ALCTOR_R12313
12601,GALGAL_R14341,ALCTOR_R11530
12602,GALGAL_R14342,ALCTOR_R05995
12603,GALGAL_R14343,ALCTOR_R05996
12604,GALGAL_R14344,ALCTOR_R11239
12605,GALGAL_R14345,ALCTOR_R11240
12606,GALGAL_R14346,ALCTOR_R01210
12607,GALGAL_R14347,ALCTOR_R07562
12608,GALGAL_R14348,ALCTOR_R13863
12609,GALGAL_R14349,ALCTOR_R03738
12610,GALGAL_R14350,ALCTOR_R03739
12611,GALGAL_R14351,ALCTOR_R11264
12612,GALGAL_R14352,ALCTOR_R04731
12613,GALGAL_R14353,ALCTOR_R04732
12614,GALGAL_R14354,ALCTOR_R04733
12615,GALGAL_R14355,-
12616,GALGAL_R14356,ALCTOR_R02073
12617,GALGAL_R14357,ALCTOR_R10653
12618,GALGAL_R14358,ALCTOR_R13844
12619,GALGAL_R14359,ALCTOR_R13845
12620,GALGAL_R14360,ALCTOR_R06972
12621,GALGAL_R14361,ALCTOR_R01919
12622,GALGAL_R14362,ALCTOR_R01920
12623,GALGAL_R14363,-
12624,GALGAL_R14364,ALCTOR_R08786
12625,GALGAL_R14365,ALCTOR_R08788
12626,GALGAL_R14366,ALCTOR_R05654
12627,GALGAL_R14367,ALCTOR_R02466
12628,GALGAL_R14368,ALCTOR_R08639
12629,GALGAL_R14369,ALCTOR_R08640
12630,GALGAL_R14370,ALCTOR_R08641
12631,GALGAL_R14371,ALCTOR_R09640
12632,GALGAL_R14372,ALCTOR_R12412
12633,GALGAL_R14373,ALCTOR_R06990
12634,GALGAL_R14374,ALCTOR_R10656
12635,GALGAL_R14375,ALCTOR_R04554
12636,GALGAL_R14376,ALCTOR_R10868
12637,GALGAL_R14377,ALCTOR_R03940
12638,GALGAL_R14378,ALCTOR_R03941
12639,GALGAL_R14379,ALCTOR_R05443
12640,GALGAL_R14380,ALCTOR_R08376
12641,GALGAL_R14381,ALCTOR_R03856
12642,GALGAL_R14382,ALCTOR_R00927
12643,GALGAL_R14383,ALCTOR_R08619
12644,GALGAL_R14384,ALCTOR_R04897
12645,GALGAL_R14385,ALCTOR_R04898
12646,GALGAL_R14386,ALCTOR_R04899
12647,GALGAL_R14387,ALCTOR_R12402
12648,GALGAL_R14388,ALCTOR_R12403
12649,GALGAL_R14389,ALCTOR_R00750
12650,GALGAL_R14390,ALCTOR_R10488
12651,GALGAL_R14391,ALCTOR_R10489
12652,GALGAL_R14392,-
12653,GALGAL_R14393,ALCTOR_R09451
12654,GALGAL_R14394,ALCTOR_R03927
12655,GALGAL_R14395,ALCTOR_R06348
12656,GALGAL_R14396,ALCTOR_R12511
12657,GALGAL_R14397,ALCTOR_R12512
12658,GALGAL_R14398,ALCTOR_R05099
12659,GALGAL_R14399,ALCTOR_R05100
12660,GALGAL_R14400,-
12661,GALGAL_R14401,ALCTOR_R12793
12662,GALGAL_R14402,ALCTOR_R01166
12663,GALGAL_R14403,ALCTOR_R05335
12664,GALGAL_R14404,ALCTOR_R01192
12665,GALGAL_R14405,ALCTOR_R07397
12666,GALGAL_R14406,ALCTOR_R07399
12667,GALGAL_R14407,ALCTOR_R07398
12668,GALGAL_R14408,ALCTOR_R03563
12669,GALGAL_R14409,ALCTOR_R00435
12670,GALGAL_R14410,ALCTOR_R10229
12671,GALGAL_R14411,ALCTOR_R14053
12672,GALGAL_R14412,ALCTOR_R14411
12673,GALGAL_R14413,ALCTOR_R08798
12674,GALGAL_R14414,ALCTOR_R05997
12675,GALGAL_R14415,ALCTOR_R02959
12676,GALGAL_R14416,-
12677,GALGAL_R14417,ALCTOR_R05998
12678,GALGAL_R14418,ALCTOR_R03982
12679,GALGAL_R14419,ALCTOR_R00193
12680,GALGAL_R14420,ALCTOR_R07563
12681,GALGAL_R14421,-
12682,GALGAL_R14422,-
12683,GALGAL_R14423,ALCTOR_R08787
12684,GALGAL_R14424,ALCTOR_R08790
12685,GALGAL_R14425,ALCTOR_R11426
12686,GALGAL_R14426,ALCTOR_R12768
12687,GALGAL_R14427,ALCTOR_R09440
12688,GALGAL_R14428,ALCTOR_R10817
12689,GALGAL_R14429,-
12690,GALGAL_R14430,ALCTOR_R07268
12691,GALGAL_R14431,ALCTOR_R07269
12692,GALGAL_R14432,ALCTOR_R00967
12693,GALGAL_R14433,ALCTOR_R00968
12694,GALGAL_R14434,ALCTOR_R08791
12695,GALGAL_R14435,ALCTOR_R02438
12696,GALGAL_R14436,ALCTOR_R03732
12697,GALGAL_R14437,ALCTOR_R03869
12698,GALGAL_R14438,ALCTOR_R08792
12699,GALGAL_R14439,-
12700,GALGAL_R14440,ALCTOR_R09413
12701,GALGAL_R14441,ALCTOR_R06447
12702,GALGAL_R14442,ALCTOR_R07680
12703,GALGAL_R14443,ALCTOR_R08185
12704,GALGAL_R14444,ALCTOR_R09700
12705,GALGAL_R14445,ALCTOR_R09701
12706,GALGAL_R14446,-
12707,GALGAL_R14447,ALCTOR_R06776
12708,GALGAL_R14448,ALCTOR_R08301
12709,GALGAL_R14449,ALCTOR_R05241
12710,GALGAL_R14450,ALCTOR_R07564
12711,GALGAL_R14451,ALCTOR_R07565
12712,GALGAL_R14452,ALCTOR_R12135
12713,GALGAL_R14453,ALCTOR_R08643
12714,GALGAL_R14454,-
12715,GALGAL_R14455,-
12716,GALGAL_R14456,-
12717,GALGAL_R14457,-
12718,GALGAL_R14458,ALCTOR_R04261
12719,GALGAL_R14459,ALCTOR_R11476
12720,GALGAL_R14460,ALCTOR_R09994
12721,GALGAL_R14461,ALCTOR_R11891
12722,GALGAL_R14462,ALCTOR_R05826
12723,GALGAL_R14463,ALCTOR_R05827
12724,GALGAL_R14464,ALCTOR_R01129
12725,GALGAL_R14465,ALCTOR_R02104
12726,GALGAL_R14466,ALCTOR_R14393
12727,GALGAL_R14467,ALCTOR_R09562
12728,GALGAL_R14468,ALCTOR_R00227
12729,GALGAL_R14469,ALCTOR_R13079
12730,GALGAL_R14470,ALCTOR_R13080
12731,GALGAL_R14471,ALCTOR_R07618
12732,GALGAL_R14472,ALCTOR_R07619
12733,GALGAL_R14473,ALCTOR_R11604
12734,GALGAL_R14474,ALCTOR_R11605
12735,GALGAL_R14475,-
12736,GALGAL_R14480,ALCTOR_R01552
12737,GALGAL_R14481,ALCTOR_R02341
12738,GALGAL_R14482,ALCTOR_R04981
12739,GALGAL_R14483,-
12740,GALGAL_R14484,-
12741,GALGAL_R14485,ALCTOR_R12959
12742,GALGAL_R14486,ALCTOR_R02257
12743,GALGAL_R14487,ALCTOR_R11528
12744,GALGAL_R14488,ALCTOR_R02768
12745,GALGAL_R14489,-
12746,GALGAL_R14490,ALCTOR_R03353
12747,GALGAL_R14491,-
12748,GALGAL_R14492,ALCTOR_R05514
12749,GALGAL_R14493,ALCTOR_R07838
12750,GALGAL_R14494,ALCTOR_R04229
12751,GALGAL_R14495,-
12752,GALGAL_R14496,ALCTOR_R12372
12753,GALGAL_R14497,ALCTOR_R14452
12754,GALGAL_R14498,ALCTOR_R03545
12755,GALGAL_R14499,ALCTOR_R00187
12756,GALGAL_R14500,ALCTOR_R00188
12757,GALGAL_R14501,ALCTOR_R07707
12758,GALGAL_R14502,ALCTOR_R07711
12759,GALGAL_R14503,ALCTOR_R09918
12760,GALGAL_R14504,ALCTOR_R06812
12761,GALGAL_R14505,ALCTOR_R05669
12762,GALGAL_R14506,ALCTOR_R01879
12763,GALGAL_R14507,-
12764,GALGAL_R14508,ALCTOR_R01880
12765,GALGAL_R14509,-
12766,GALGAL_R14510,ALCTOR_R09483
12767,GALGAL_R14511,ALCTOR_R11217
12768,GALGAL_R14512,ALCTOR_R03534
12769,GALGAL_R14513,ALCTOR_R00189
12770,GALGAL_R14514,ALCTOR_R03546
12771,GALGAL_R14515,ALCTOR_R03211
12772,GALGAL_R14516,ALCTOR_R07620
12773,GALGAL_R14517,-
12774,GALGAL_R14518,-
12775,GALGAL_R14519,-
12776,GALGAL_R14520,ALCTOR_R11218
12777,GALGAL_R14521,-
12778,GALGAL_R14522,ALCTOR_R11402
12779,GALGAL_R14523,ALCTOR_R00233
12780,GALGAL_R14524,-
12781,GALGAL_R14525,-
12782,GALGAL_R14526,ALCTOR_R11892
12783,GALGAL_R14528,ALCTOR_R06813
12784,GALGAL_R14529,ALCTOR_R05828
12785,GALGAL_R14531,-
12786,GALGAL_R14534,ALCTOR_R11098
12787,GALGAL_R14535,-
12788,GALGAL_R14536,ALCTOR_R11606
12789,GALGAL_R14540,-
12790,GALGAL_R14541,ALCTOR_R12804
12791,GALGAL_R14542,ALCTOR_R06770
12792,GALGAL_R14543,ALCTOR_R03354
12793,GALGAL_R14544,ALCTOR_R03355
12794,GALGAL_R14545,-
12795,GALGAL_R14546,-
12796,GALGAL_R14547,-
12797,GALGAL_R14548,-
12798,GALGAL_R14549,-
12799,GALGAL_R14550,ALCTOR_R13081
12800,GALGAL_R14551,ALCTOR_R02057
12801,GALGAL_R14552,ALCTOR_R03214
12802,GALGAL_R14553,ALCTOR_R09817
12803,GALGAL_R14554,ALCTOR_R02342
12804,GALGAL_R14555,ALCTOR_R11608
12805,GALGAL_R14556,ALCTOR_R11610
12806,GALGAL_R14557,ALCTOR_R11611
12807,GALGAL_R14558,ALCTOR_R11612
12808,GALGAL_R14559,ALCTOR_R11613
12809,GALGAL_R14560,ALCTOR_R08381
12810,GALGAL_R14561,ALCTOR_R04053
12811,GALGAL_R14562,ALCTOR_R08470
12812,GALGAL_R14563,ALCTOR_R11099
12813,GALGAL_R14564,-
12814,GALGAL_R14565,-
12815,GALGAL_R14566,-
12816,GALGAL_R14567,-
12817,GALGAL_R14568,ALCTOR_R11625
12818,GALGAL_R14569,ALCTOR_R11626
12819,GALGAL_R14570,ALCTOR_R12491
12820,GALGAL_R14571,ALCTOR_R08070
12821,GALGAL_R14572,ALCTOR_R08071
12822,GALGAL_R14573,ALCTOR_R05829
12823,GALGAL_R14574,ALCTOR_R05830
12824,GALGAL_R14575,-
12825,GALGAL_R14576,ALCTOR_R11377
12826,GALGAL_R14577,ALCTOR_R01019
12827,GALGAL_R14578,ALCTOR_R02276
12828,GALGAL_R14579,ALCTOR_R02277
12829,GALGAL_R14580,ALCTOR_R00629
12830,GALGAL_R14581,ALCTOR_R00630
12831,GALGAL_R14582,ALCTOR_R00229
12832,GALGAL_R14583,ALCTOR_R00230
12833,GALGAL_R14584,ALCTOR_R02558
12834,GALGAL_R14585,ALCTOR_R01881
12835,GALGAL_R14586,ALCTOR_R01882
12836,GALGAL_R14587,ALCTOR_R01883
12837,GALGAL_R14588,ALCTOR_R13696
12838,GALGAL_R14589,ALCTOR_R04259
12839,GALGAL_R14590,ALCTOR_R13082
12840,GALGAL_R14591,ALCTOR_R08285
12841,GALGAL_R14592,ALCTOR_R07709
12842,GALGAL_R14593,ALCTOR_R11359
12843,GALGAL_R14594,-
12844,GALGAL_R14595,ALCTOR_R09066
12845,GALGAL_R14596,ALCTOR_R09067
12846,GALGAL_R14597,ALCTOR_R10012
12847,GALGAL_R14598,ALCTOR_R07621
12848,GALGAL_R14599,ALCTOR_R07622
12849,GALGAL_R14600,ALCTOR_R07623
12850,GALGAL_R14601,ALCTOR_R12373
12851,GALGAL_R14603,-
12852,GALGAL_R14604,ALCTOR_R05831
12853,GALGAL_R14605,ALCTOR_R00190
12854,GALGAL_R14606,-
12855,GALGAL_R14607,-
12856,GALGAL_R14608,ALCTOR_R11146
12857,GALGAL_R14609,-
12858,GALGAL_R14610,-
12859,GALGAL_R14611,ALCTOR_R05832
12860,GALGAL_R14612,ALCTOR_R13697
12861,GALGAL_R14613,ALCTOR_R05833
12862,GALGAL_R14614,-
12863,GALGAL_R14615,ALCTOR_R11986
12864,GALGAL_R14616,ALCTOR_R11987
12865,GALGAL_R14617,ALCTOR_R09032
12866,GALGAL_R14618,ALCTOR_R00118
12867,GALGAL_R14619,-
12868,GALGAL_R14620,ALCTOR_R02575
12869,GALGAL_R14621,ALCTOR_R14538
12870,GALGAL_R14622,ALCTOR_R10305
12871,GALGAL_R14623,ALCTOR_R10307
12872,GALGAL_R14624,-
12873,GALGAL_R14625,ALCTOR_R04706
12874,GALGAL_R14626,ALCTOR_R04707
12875,GALGAL_R14627,ALCTOR_R02994
12876,GALGAL_R14628,ALCTOR_R02993
12877,GALGAL_R14629,ALCTOR_R07841
12878,GALGAL_R14630,ALCTOR_R08861
12879,GALGAL_R14631,ALCTOR_R08108
12880,GALGAL_R14632,-
12881,GALGAL_R14633,-
12882,GALGAL_R14634,ALCTOR_R04698
12883,GALGAL_R14635,-
12884,GALGAL_R14636,ALCTOR_R05541
12885,GALGAL_R14637,ALCTOR_R08488
12886,GALGAL_R14638,ALCTOR_R12658
12887,GALGAL_R14639,ALCTOR_R13438
12888,GALGAL_R14640,-
12889,GALGAL_R14641,ALCTOR_R13439
12890,GALGAL_R14642,ALCTOR_R13440
12891,GALGAL_R14643,ALCTOR_R15414
12892,GALGAL_R14644,ALCTOR_R11258
12893,GALGAL_R14645,ALCTOR_R11462
12894,GALGAL_R14646,ALCTOR_R00689
12895,GALGAL_R14647,-
12896,GALGAL_R14648,ALCTOR_R01736
12897,GALGAL_R14649,ALCTOR_R01737
12898,GALGAL_R14650,ALCTOR_R00928
12899,GALGAL_R14651,ALCTOR_R10952
12900,GALGAL_R14652,-
12901,GALGAL_R14653,ALCTOR_R11315
12902,GALGAL_R14654,-
12903,GALGAL_R14655,-
12904,GALGAL_R14656,ALCTOR_R08469
12905,GALGAL_R14657,ALCTOR_R11272
12906,GALGAL_R14658,ALCTOR_R09251
12907,GALGAL_R14659,ALCTOR_R09862
12908,GALGAL_R14660,-
12909,GALGAL_R14661,ALCTOR_R10109
12910,GALGAL_R14662,ALCTOR_R10114
